tmdb_id,imdb_id,title,release_date,belongs_to_collection,runtime,budget,revenue
36683,tt1155705,20th Century Boys - Chapter 1: Beginning of the End,2008-08-19,True,142,20000000,31244858
19995,tt0499549,Avatar,2009-12-10,True,162,237000000,2787965087
8373,tt1055369,Transformers: Revenge of the Fallen,2009-06-19,True,150,150000000,836297228
14161,tt1190080,2012,2009-10-10,False,158,200000000,769653595
13475,tt0796366,Star Trek,2009-05-06,True,127,150000000,385680446
15512,tt0892782,Monsters vs Aliens,2009-03-19,False,94,175000000,381509870
2080,tt0458525,X-Men Origins: Wolverine,2009-04-28,True,107,150000000,373062864
534,tt0438488,Terminator Salvation,2009-05-20,True,115,200000000,371353001
14869,tt1046173,G.I. Joe: The Rise of Cobra,2009-08-04,True,118,175000000,302469017
17654,tt1136608,District 9,2009-08-05,False,112,30000000,210819611
13183,tt0409459,Watchmen,2009-03-05,False,163,130000000,185258983
13811,tt0448011,Knowing,2009-03-19,False,121,50000000,155446362
19959,tt0986263,Surrogates,2009-09-24,False,89,80000000,122444772
13836,tt1075417,Race to Witch Mountain,2009-03-12,False,98,50000000,106303988
16866,tt0762125,Planet 51,2009-11-19,False,91,70000000,104945765
16523,tt0386117,Where the Wild Things Are,2009-10-16,False,101,100000000,100086793
12437,tt0834001,Underworld: Rise of the Lycans,2009-01-22,True,92,35000000,91353501
18162,tt0457400,Land of the Lost,2009-06-05,False,102,100000000,68688831
20856,tt0775552,Aliens in the Attic,2009-07-31,False,86,45000000,57881056
19901,tt0433362,Daybreakers,2009-09-11,False,98,20000000,51416464
12244,tt0472033,9,2009-08-19,False,79,30000000,48428063
27205,tt1375666,Inception,2010-07-15,False,148,160000000,825532764
10138,tt1228705,Iron Man 2,2010-04-28,True,124,200000000,623933331
20526,tt1104001,TRON: Legacy,2010-12-10,True,125,170000000,400062763
38055,tt1001526,Megamind,2010-10-28,True,95,130000000,321887208
35791,tt1220634,Resident Evil: Afterlife,2010-09-09,True,97,60000000,300228084
20504,tt1037705,The Book of Eli,2010-01-11,False,118,80000000,157107755
34851,tt1424381,Predators,2010-07-03,True,107,40000000,126248813
42684,tt1564585,Skyline,2010-11-11,True,92,10000000,66821036
23048,tt1231587,Hot Tub Time Machine,2010-03-26,True,101,36000000,64572262
31867,tt1053424,Repo Men,2010-03-18,False,111,32000000,18409891
42188,tt1334260,Never Let Me Go,2010-09-15,False,104,15000000,9455232
30675,tt1483025,Planet Hulk,2010-02-02,False,81,0,7000000
43933,tt1470827,Monsters,2010-06-18,True,94,500000,4242978
37851,tt1620549,Hooked on the Game 2. The Next Level,2010-04-15,True,86,3500000,2294357
42194,tt0411951,TEKKEN,2010-03-20,True,92,30000000,967000
46837,tt1523483,Kaboom,2010-08-22,False,86,0,539957
467314,tt1593655,Browncoats: Redemption,2010-09-03,False,89,20000,113000
52015,tt1464580,Stake Land,2010-09-30,True,98,650000,33245
453263,tt6189784,Write A Book About It,2010-04-13,False,114,0,0
51859,tt1703049,Trigun: Badlands Rumble,2010-04-02,False,95,0,0
38356,tt1399103,Transformers: Dark of the Moon,2011-06-28,True,154,195000000,1123746996
61791,tt1318514,Rise of the Planet of the Apes,2011-08-03,True,105,93000000,482860185
1771,tt0458339,Captain America: The First Avenger,2011-07-22,True,124,140000000,370569774
49538,tt1270798,X-Men: First Class,2011-06-01,True,132,160000000,353624124
39254,tt0433035,Real Steel,2011-09-28,False,127,110000000,299268508
37686,tt1650062,Super 8,2011-06-08,False,112,50000000,260095987
44912,tt1133985,Green Lantern,2011-06-16,False,114,200000000,219851172
44943,tt1217613,Battle: Los Angeles,2011-03-08,False,116,70000000,202466756
49849,tt0409847,Cowboys & Aliens,2011-07-29,False,119,163000000,174822325
49530,tt1637688,In Time,2011-10-27,False,109,40000000,173930596
51876,tt1219289,Limitless,2011-03-08,False,105,27000000,161849455
45612,tt0945513,Source Code,2011-03-30,False,93,32000000,147332697
46529,tt1464540,I Am Number Four,2011-02-18,False,109,50000000,144492830
39538,tt1598778,Contagion,2011-09-08,False,106,60000000,137551594
38050,tt1385826,The Adjustment Bureau,2011-03-03,False,106,50200000,127869379
39513,tt1092026,Paul,2011-02-14,False,104,40000000,97552050
38321,tt0822847,Priest,2011-05-05,False,87,60000000,78309131
71469,tt1093357,The Darkest Hour,2011-12-22,False,89,30000000,64626786
38117,tt1152398,Beastly,2011-01-21,False,86,17000000,43165571
60935,tt0905372,The Thing,2011-10-12,True,103,35000000,28128670
24428,tt0848228,The Avengers,2012-04-25,True,143,220000000,1519557910
70160,tt1392170,The Hunger Games,2012-03-12,True,142,75000000,691210692
41154,tt1409024,Men in Black 3,2012-05-23,True,106,225000000,624026776
70981,tt1446714,Prometheus,2012-05-30,True,124,130000000,403170142
72545,tt1397514,Journey 2: The Mysterious Island,2012-01-19,True,94,79000000,355692760
44833,tt1440129,Battleship,2012-04-11,False,131,209000000,303025485
49529,tt0401729,John Carter,2012-03-07,False,132,260000000,284139100
71679,tt1855325,Resident Evil: Retribution,2012-09-12,True,95,65000000,240159255
64635,tt1386703,Total Recall,2012-08-02,False,121,125000000,198802074
76726,tt1706593,Chronicle,2012-02-01,False,84,15000000,145000000
83542,tt1371111,Cloud Atlas,2012-10-26,False,172,102000000,130482868
80035,tt1298649,The Watch,2012-07-26,False,98,68000000,68267862
75629,tt0860907,Evangelion: 3.0 You Can (Not) Redo,2012-11-17,True,106,0,60487945
59967,tt1276104,Looper,2012-09-26,False,118,30000000,47042000
60747,tt1234719,Red Dawn,2012-11-21,False,93,65000000,44806783
49049,tt1343727,Dredd,2012-09-07,False,95,50000000,41037742
81796,tt1592525,Lockout,2012-04-12,False,95,20000000,32204030
88005,tt1307068,Seeking a Friend for the End of the World,2012-06-22,False,101,10000000,9636289
10679,tt1034314,Iron Sky,2012-03-10,True,93,7500000,8135031
58244,tt1374992,Upside Down,2012-09-27,False,104,60000000,8106475
68721,tt1300854,Iron Man 3,2013-04-18,True,130,200000000,1215439994
101299,tt1951264,The Hunger Games: Catching Fire,2013-11-15,True,146,130000000,847423452
49047,tt1454468,Gravity,2013-10-03,False,91,105000000,716392705
49521,tt0770828,Man of Steel,2013-06-12,True,143,225000000,668045518
72190,tt0816711,World War Z,2013-06-20,True,116,200000000,531865000
54138,tt1408101,Star Trek Into Darkness,2013-05-05,True,132,190000000,467365246
76170,tt1430132,The Wolverine,2013-07-23,True,126,120000000,415440673
68726,tt1663662,Pacific Rim,2013-07-11,True,131,180000000,407602906
72559,tt1583421,G.I. Joe: Retaliation,2013-03-26,True,110,130000000,371876278
75612,tt1483013,Oblivion,2013-04-10,False,124,120000000,286168572
68724,tt1535108,Elysium,2013-08-07,False,109,115000000,286140700
82700,tt1815862,After Earth,2013-05-30,False,100,130000000,243843127
80274,tt1731141,Ender's Game,2013-10-23,False,114,110000000,125537191
87421,tt1411250,Riddick,2013-09-02,True,119,38000000,98337295
158015,tt2184339,The Purge,2013-05-31,True,86,3000000,89328627
122906,tt2194499,About Time,2013-08-16,False,123,12000000,87100449
110415,tt1706620,Snowpiercer,2013-08-01,False,126,39200000,86758912
68179,tt0765446,Escape from Planet Earth,2013-02-14,False,89,40000000,74597643
72710,tt1517260,The Host,2013-03-22,False,125,44000000,63327201
152601,tt1798709,Her,2013-12-18,False,126,23000000,47351251
91314,tt2109248,Transformers: Age of Extinction,2014-06-25,True,165,210000000,1091405097
118340,tt2015381,Guardians of the Galaxy,2014-07-30,True,121,170000000,773328629
131631,tt1951265,The Hunger Games: Mockingjay - Part 1,2014-11-18,True,123,125000000,752100229
127585,tt1877832,X-Men: Days of Future Past,2014-05-15,True,131,250000000,747862775
100402,tt1843866,Captain America: The Winter Soldier,2014-03-20,True,136,170000000,714766572
119450,tt2103281,Dawn of the Planet of the Apes,2014-06-26,True,130,170000000,710644566
157336,tt0816692,Interstellar,2014-11-05,False,169,165000000,675120017
124905,tt0831387,Godzilla,2014-05-14,True,123,160000000,529076069
98566,tt1291150,Teenage Mutant Ninja Turtles,2014-08-07,True,101,125000000,477200000
137113,tt1631867,Edge of Tomorrow,2014-05-27,False,113,178000000,370541256
198663,tt1790864,The Maze Runner,2014-09-10,True,113,34000000,348300000
157350,tt1840309,Divergent,2014-03-14,True,139,85000000,288747895
97020,tt1234721,RoboCop,2014-01-30,True,102,120000000,242688965
240832,tt2872732,Lucy,2014-07-25,False,89,40000000,126546825
157353,tt2209764,Transcendence,2014-04-16,False,119,100000000,103039258
227156,tt0435651,The Giver,2014-08-11,False,94,25000000,66980456
238603,tt2183034,Earth to Echo,2014-06-14,False,89,13000000,45300000
208763,tt1224378,Forbidden Kingdom,2014-01-30,True,127,26000000,34592118
218043,tt2467046,Left Behind,2014-10-03,False,110,16000000,19682924
270654,tt2495104,Parts Per Billion,2014-03-25,False,98,1300000,15000000
140607,tt2488496,Star Wars: The Force Awakens,2015-12-15,True,136,245000000,2068223624
135397,tt0369610,Jurassic World,2015-06-06,True,124,150000000,1671713208
99861,tt2395427,Avengers: Age of Ultron,2015-04-22,True,141,280000000,1405403694
131634,tt1951266,The Hunger Games: Mockingjay - Part 2,2015-11-18,True,137,160000000,653428261
286217,tt3659388,The Martian,2015-09-30,False,141,108000000,630161890
102899,tt0478970,Ant-Man,2015-07-14,True,117,130000000,519311965
87101,tt1340138,Terminator Genisys,2015-06-23,True,126,155000000,440603537
76341,tt1392190,Mad Max: Fury Road,2015-05-13,True,121,150000000,378858340
228161,tt2224026,Home,2015-03-18,False,94,135000000,368871007
294254,tt4046784,Maze Runner: The Scorch Trials,2015-09-09,True,132,61000000,311256926
262500,tt2908446,Insurgent,2015-03-18,True,119,110000000,295238201
257344,tt2120120,Pixels,2015-07-16,False,105,88000000,243637091
158852,tt1964418,Tomorrowland,2015-05-19,False,130,190000000,209154322
76757,tt1617661,Jupiter Ascending,2015-02-04,False,124,176000003,183987723
166424,tt1502712,Fantastic Four,2015-08-05,False,100,120000000,167977596
274854,tt1618442,The Last Witch Hunter,2015-10-21,False,106,90000000,146936910
198184,tt1823672,Chappie,2015-03-04,False,120,49000000,104399548
264660,tt0470752,Ex Machina,2015-01-21,False,108,15000000,36869414
228066,tt1976009,Victor Frankenstein,2015-11-10,False,109,40000000,34227298
227719,tt2436386,Project Almanac,2015-01-28,False,106,12000000,32248241
271110,tt3498820,Captain America: Civil War,2016-04-27,True,147,240000000,1153304495
330459,tt3748528,Rogue One: A Star Wars Story,2016-12-14,False,133,200000000,1056057273
297761,tt1386697,Suicide Squad,2016-08-03,True,124,176000000,745600054
284052,tt1211837,Doctor Strange,2016-10-25,False,115,166000000,677718395
246655,tt3385516,X-Men: Apocalypse,2016-05-18,True,144,178000000,543934787
47933,tt1628841,Independence Day: Resurgence,2016-06-22,True,120,165000000,389681935
188927,tt2660888,Star Trek Beyond,2016-07-07,True,122,185000000,343471816
173897,tt2592614,Resident Evil: The Final Chapter,2016-12-23,True,107,40000000,312242626
274870,tt1355644,Passengers,2016-12-21,False,116,110000000,303144152
308531,tt3949660,Teenage Mutant Ninja Turtles: Out of the Shadows,2016-06-01,True,112,135000000,245623848
121856,tt2094766,Assassin's Creed,2016-12-21,False,115,125000000,240697856
329865,tt2543164,Arrival,2016-11-10,False,116,47000000,203388186
262504,tt3410834,Allegiant,2016-03-09,True,121,110000000,179246868
205584,tt2404233,Gods of Egypt,2016-02-25,False,127,140000000,150680864
299687,tt2304933,The 5th Wave,2016-01-14,False,112,38000000,109906372
333371,tt1179933,10 Cloverfield Lane,2016-03-10,False,104,15000000,108286421
315011,tt4262980,Shin Godzilla,2016-07-29,False,120,15000000,77947607
262841,tt3095734,Monster Trucks,2016-12-26,False,105,125000000,64493915
416149,tt4616250,The Perfect Weapon,2016-09-09,False,88,8000000,17000000
302156,tt3014866,Criminal,2016-04-07,False,113,31500000,14708696
181808,tt2527336,Star Wars: The Last Jedi,2017-12-13,True,152,200000000,1332459537
315635,tt2250912,Spider-Man: Homecoming,2017-07-05,True,133,175000000,880166924
283995,tt3896198,Guardians of the Galaxy Vol. 2,2017-04-19,True,137,200000000,863756051
284053,tt3501632,Thor: Ragnarok,2017-10-25,True,130,180000000,853977126
141052,tt0974015,Justice League,2017-11-15,True,120,500000000,657924295
263115,tt3315342,Logan,2017-02-28,True,137,97000000,616801808
335988,tt3371366,Transformers: The Last Knight,2017-06-16,True,149,217000000,605425157
281338,tt3450958,War for the Planet of the Apes,2017-07-11,True,140,150000000,488533726
335984,tt1856101,Blade Runner 2049,2017-10-04,True,163,150000000,259239658
126889,tt2316204,Alien: Covenant,2017-05-09,True,122,97000000,232380243
339964,tt2239822,Valerian and the City of a Thousand Planets,2017-07-20,False,136,177200000,225874228
274855,tt1981128,Geostorm,2017-10-13,False,109,120000000,221600160
315837,tt1219827,Ghost in the Shell,2017-03-29,True,107,110000000,169801921
305470,tt3717490,Power Rangers,2017-03-23,True,124,100000000,142337240
353491,tt1648190,The Dark Tower,2017-08-03,False,95,60000000,111757995
395992,tt5442430,Life,2017-03-22,False,103,58000000,100541806
301337,tt1389072,Downsizing,2017-12-22,False,135,68000000,55003890
400710,tt2039338,Flatliners,2017-09-28,False,110,19000000,45158254
340837,tt4731136,A Cure for Wellness,2017-02-15,False,146,40000000,26559557
339988,tt4287320,The Circle,2017-04-27,False,110,18000000,20497844
284054,tt1825683,Black Panther,2018-02-13,True,134,200000000,1346739107
351286,tt4881806,Jurassic World: Fallen Kingdom,2018-06-06,True,129,170000000,1303459585
363088,tt5095030,Ant-Man and the Wasp,2018-07-04,True,119,140000000,622379576
333339,tt1677720,Ready Player One,2018-03-28,False,140,175000000,582218455
335983,tt1270797,Venom,2018-10-03,False,112,116000000,508400000
427641,tt2231461,Rampage,2018-04-12,False,107,120000000,426245950
348350,tt3778644,Solo: A Star Wars Story,2018-05-15,False,135,250000000,392952373
447332,tt6644200,A Quiet Place,2018-04-03,True,91,17000000,332583447
345940,tt4779682,The Meg,2018-08-09,False,114,150000000,315960074
268896,tt2557478,Pacific Rim: Uprising,2018-03-21,True,111,150000000,290061297
336843,tt4500922,Maze Runner: The Death Cure,2018-01-10,True,144,62000000,284881603
407451,tt1620680,A Wrinkle in Time,2018-03-08,False,109,103000000,132675864
300668,tt2798920,Annihilation,2018-02-22,False,115,40000000,43070915
442249,tt6133466,The First Purge,2018-07-04,True,97,13000000,41953945
445651,tt4073790,The Darkest Minds,2018-08-02,False,105,34000000,24420461
438799,tt4530422,Overlord,2018-10-25,False,110,38000000,23667913
406761,tt5834262,Hotel Artemis,2018-06-07,False,94,15000000,12371132
500664,tt6499752,Upgrade,2018-06-01,False,100,5000000,11871365
425505,tt6017942,Kin,2018-08-29,False,102,30000000,10000000
465136,tt7026672,Every Day,2018-02-22,False,97,4900000,6102076
