tmdb_id,imdb_id,title,release_date,belongs_to_collection,runtime,budget,revenue
10483,tt0452608,Death Race,2008-08-22,True,105,45000000,73762516
9381,tt0364970,Babylon A.D.,2008-08-20,False,101,70000000,72108608
8836,tt0443701,The X Files: I Want to Believe,2008-07-24,True,104,30000000,68369434
12180,tt1185834,Star Wars: The Clone Wars,2008-08-05,False,98,8500000,68282844
11802,tt0482603,Space Chimps,2008-07-17,True,81,37000000,64762724
11260,tt0765476,Meet Dave,2008-07-08,False,90,60000000,50650079
13688,tt0940709,CJ7,2008-01-30,False,86,0,47301471
13956,tt0486321,Fly Me to the Moon,2008-08-15,False,84,25000000,41412264
13812,tt1082868,Quarantine,2008-10-10,True,89,12000000,40855419
8285,tt0831887,The Spirit,2008-12-25,False,103,60000000,39031337
